"","county","administered_date","Daily doses administered","Cumulative doses administered","pfizer_doses","cumulative_pfizer_doses","moderna_doses","cumulative_moderna_doses","jj_doses","cumulative_jj_doses","partially_vaccinated","total_partially_vaccinated","fully_vaccinated","cumulative_fully_vaccinated","at_least_one_dose","cumulative_at_least_one_dose","california_flag","booster_recip_count","cumulative_booster_recip_count","Total.Population","Total.Population.Over.16","% partially vaccinated","% with at least 1 shot","% fully vaccinated","% boostered"
"156","Alameda","2021-01-20",6996,91762,4257,56143,2739,35584,0,20,5633,59665,1346,15995,5637,75660,"California",0,0,1678317,1351302,3.56,4.51,0.95,0
"157","Alameda","2021-01-21",8231,99993,3821,59964,4408,39992,0,20,7320,66101,888,16883,7324,82984,"California",0,0,1678317,1351302,3.94,4.94,1.01,0
"158","Alameda","2021-01-22",6937,106930,2133,62097,4801,44793,0,20,5723,70641,1184,18067,5724,88708,"California",0,0,1678317,1351302,4.21,5.29,1.08,0
"159","Alameda","2021-01-23",3352,110282,993,63090,2355,47148,0,20,2779,72855,565,18632,2779,91487,"California",0,0,1678317,1351302,4.34,5.45,1.11,0
"160","Alameda","2021-01-24",2032,112314,656,63746,1376,48524,0,20,1748,74328,275,18907,1748,93235,"California",0,0,1678317,1351302,4.43,5.56,1.13,0
"161","Alameda","2021-01-25",5352,117666,2063,65809,3287,51811,0,20,3747,76492,1584,20491,3748,96983,"California",0,0,1678317,1351302,4.56,5.78,1.22,0
"162","Alameda","2021-01-26",7408,125074,2407,68216,4999,56810,0,20,5506,80113,1886,22377,5507,102490,"California",0,0,1678317,1351302,4.77,6.11,1.33,0
"163","Alameda","2021-01-27",6785,131859,2144,70360,4638,61448,0,20,4904,83159,1858,24235,4904,107394,"California",0,0,1678317,1351302,4.95,6.4,1.44,0
"164","Alameda","2021-01-28",7890,139749,2629,72989,5255,66703,0,20,5638,86572,2226,26461,5639,113033,"California",0,0,1678317,1351302,5.16,6.73,1.58,0
"165","Alameda","2021-01-29",8090,147839,3245,76234,4844,71547,0,20,6203,90908,1869,28330,6205,119238,"California",0,0,1678317,1351302,5.42,7.1,1.69,0
"166","Alameda","2021-01-30",3495,151334,1722,77956,1771,73318,0,20,2760,92942,726,29056,2760,121998,"California",0,0,1678317,1351302,5.54,7.27,1.73,0
"167","Alameda","2021-11-11",12996,2638625,4330,1700137,4320,801826,237,119682,4816,91297,666,1212137,4894,1303434,"California",7461,227761,1678317,1351302,5.44,77.66,72.22,16.85
"168","Alameda","2021-11-12",13721,2652346,5202,1705339,5122,806948,340,120022,3908,94435,859,1212996,3997,1307431,"California",8880,236641,1678317,1351302,5.63,77.9,72.27,17.51
"169","Alameda","2021-11-13",8805,2661151,3150,1708489,2669,809617,162,120184,3440,97449,480,1213476,3494,1310925,"California",4857,241498,1678317,1351302,5.81,78.11,72.3,17.87
"170","Alameda","2021-11-14",3743,2664894,1349,1709838,979,810596,47,120231,1608,98891,177,1213653,1619,1312544,"California",1943,243441,1678317,1351302,5.89,78.21,72.31,18.02
"171","Alameda","2021-11-15",10016,2674910,4197,1714035,3651,814247,357,120588,2497,100733,748,1214401,2590,1315134,"California",6711,250152,1678317,1351302,6,78.36,72.36,18.51
"172","Alameda","2021-11-16",12501,2687411,5052,1719087,4451,818698,379,120967,3520,103576,792,1215193,3635,1318769,"California",8085,258237,1678317,1351302,6.17,78.58,72.41,19.11
"173","Alameda","2021-03-19",19764,772857,10842,468977,7136,291504,1781,12027,7753,203734,11950,289723,9532,493457,"California",0,0,1678317,1351302,12.14,29.4,17.26,0
"174","Alameda","2021-03-20",15987,788844,10464,479441,4658,296162,861,12888,6336,201323,9607,299330,7196,500653,"California",0,0,1678317,1351302,12,29.83,17.84,0
"175","Alameda","2021-03-21",9301,798145,7261,486702,1452,297614,586,13474,3345,199321,5930,305260,3928,504581,"California",0,0,1678317,1351302,11.88,30.06,18.19,0
"176","Alameda","2021-03-22",15392,813537,10292,496994,4082,301696,1006,14480,6970,198920,8375,313635,7974,512555,"California",0,0,1678317,1351302,11.85,30.54,18.69,0
"177","Alameda","2021-03-23",19635,833172,11895,508889,6909,308605,825,15305,9791,199718,9819,323454,10617,523172,"California",0,0,1678317,1351302,11.9,31.17,19.27,0
"178","Alameda","2021-03-24",19623,852795,11872,520761,6729,315334,1020,16325,8479,198092,11121,334575,9495,532667,"California",0,0,1678317,1351302,11.8,31.74,19.94,0
"179","Alameda","2021-03-25",20981,873776,11682,532443,7848,323182,1443,17768,9394,197388,11533,346108,10829,543496,"California",0,0,1678317,1351302,11.76,32.38,20.62,0
"180","Alameda","2021-03-26",21365,895141,12812,545255,6952,330134,1594,19362,8572,194785,12759,358867,10156,553652,"California",0,0,1678317,1351302,11.61,32.99,21.38,0
"181","Alameda","2021-03-27",18572,913713,12597,557852,5036,335170,938,20300,7491,192170,11030,369897,8415,562067,"California",0,0,1678317,1351302,11.45,33.49,22.04,0
"182","Alameda","2021-03-28",10849,924562,8834,566686,1806,336976,209,20509,3505,188556,7331,377228,3717,565784,"California",0,0,1678317,1351302,11.23,33.71,22.48,0
"183","Alameda","2021-03-29",15174,939736,9624,576310,4561,341537,982,21491,6041,186479,9100,386328,7023,572807,"California",0,0,1678317,1351302,11.11,34.13,23.02,0
"184","Alameda","2021-03-30",19172,958908,10089,586399,7324,348861,1757,23248,9515,188122,9629,395957,11272,584079,"California",0,0,1678317,1351302,11.21,34.8,23.59,0
"185","Alameda","2021-03-31",19753,978661,10454,596853,7124,355985,2170,25418,9137,188835,10583,406540,11296,595375,"California",0,0,1678317,1351302,11.25,35.47,24.22,0
"186","Alameda","2021-04-01",23838,1002499,10284,607137,7818,363803,5725,31143,11100,192943,12684,419224,16792,612167,"California",0,0,1678317,1351302,11.5,36.48,24.98,0
"187","Alameda","2021-04-02",24430,1026929,10069,617206,8498,372301,5855,36998,11748,197898,12631,431855,17586,629753,"California",0,0,1678317,1351302,11.79,37.52,25.73,0
"188","Alameda","2021-04-03",20414,1047343,9901,627107,5659,377960,4848,41846,10143,202645,10234,442089,14981,644734,"California",0,0,1678317,1351302,12.07,38.42,26.34,0
"189","Alameda","2021-04-04",9995,1057338,4026,631133,2267,380227,3698,45544,3404,203166,6569,448658,7090,651824,"California",0,0,1678317,1351302,12.11,38.84,26.73,0
"190","Alameda","2021-04-05",18300,1075638,7738,638871,5708,385935,4846,50390,7416,204588,10832,459490,12254,664078,"California",0,0,1678317,1351302,12.19,39.57,27.38,0
"191","Alameda","2021-04-06",22717,1098355,10967,649838,5819,391754,5923,56313,10310,208439,12375,471865,16226,680304,"California",0,0,1678317,1351302,12.42,40.53,28.12,0
"192","Alameda","2021-04-07",23199,1121554,11934,661772,5710,397464,5550,61863,11583,213998,11556,483421,17115,697419,"California",0,0,1678317,1351302,12.75,41.55,28.8,0
"193","Alameda","2021-04-08",25997,1147551,11748,673520,6161,403625,8071,69934,11112,218372,14784,498205,19158,716577,"California",0,0,1678317,1351302,13.01,42.7,29.68,0
"194","Alameda","2021-04-09",23914,1171465,11014,684534,7542,411167,5346,75280,12212,224288,11623,509828,17539,734116,"California",0,0,1678317,1351302,13.36,43.74,30.38,0
"195","Alameda","2021-04-10",19799,1191264,7766,692300,5691,416858,6332,81612,8356,227558,11388,521216,14658,748774,"California",0,0,1678317,1351302,13.56,44.61,31.06,0
"196","Alameda","2021-04-11",11308,1202572,4998,697298,2266,419124,4043,85655,4553,229409,6726,527942,8577,757351,"California",0,0,1678317,1351302,13.67,45.13,31.46,0
"197","Alameda","2021-04-12",18595,1221167,12026,709324,4485,423609,2075,87730,10395,233721,8156,536098,12468,769819,"California",0,0,1678317,1351302,13.93,45.87,31.94,0
"198","Alameda","2021-04-13",23645,1244812,15112,724436,8456,432065,66,87796,17254,244711,6334,542432,17324,787143,"California",0,0,1678317,1351302,14.58,46.9,32.32,0
"199","Alameda","2021-04-14",23840,1268652,15683,740119,8146,440211,5,87801,15891,252727,7885,550317,15901,803044,"California",0,0,1678317,1351302,15.06,47.85,32.79,0
"200","Alameda","2021-04-15",24809,1293461,15740,755859,9052,449263,8,87809,16151,260307,8590,558907,16170,819214,"California",0,0,1678317,1351302,15.51,48.81,33.3,0
"201","Alameda","2021-04-16",25208,1318669,14839,770698,10352,459615,9,87818,16022,267230,9115,568022,16038,835252,"California",0,0,1678317,1351302,15.92,49.77,33.84,0
"202","Alameda","2021-04-17",21301,1339970,14677,785375,6610,466225,4,87822,14641,275278,6598,574620,14646,849898,"California",0,0,1678317,1351302,16.4,50.64,34.24,0
"203","Alameda","2021-04-18",10799,1350769,8402,793777,2387,468612,1,87823,7383,279289,3373,577993,7384,857282,"California",0,0,1678317,1351302,16.64,51.08,34.44,0
"204","Alameda","2021-04-19",16108,1366877,10008,803785,6082,474694,7,87830,9105,281458,6944,584937,9113,866395,"California",0,0,1678317,1351302,16.77,51.62,34.85,0
"205","Alameda","2021-04-20",19096,1385973,11864,815649,7214,481908,6,87836,10224,282910,8784,593721,10236,876631,"California",0,0,1678317,1351302,16.86,52.23,35.38,0
"206","Alameda","2021-04-21",20648,1406621,12490,828139,8131,490039,20,87856,11814,286016,8734,602455,11840,888471,"California",0,0,1678317,1351302,17.04,52.94,35.9,0
"207","Alameda","2021-04-22",22524,1429145,14621,842760,7885,497924,8,87864,11793,287174,10651,613106,11809,900280,"California",0,0,1678317,1351302,17.11,53.64,36.53,0
"208","Alameda","2021-04-23",22874,1452019,14834,857594,8027,505951,3,87867,12586,289556,10213,623319,12595,912875,"California",0,0,1678317,1351302,17.25,54.39,37.14,0
"209","Alameda","2021-04-24",19376,1471395,14656,872250,4694,510645,12,87879,10132,290555,9152,632471,10151,923026,"California",0,0,1678317,1351302,17.31,55,37.68,0
"210","Alameda","2021-04-25",9223,1480618,7168,879418,2045,512690,5,87884,5992,293361,3193,635664,5999,929025,"California",0,0,1678317,1351302,17.48,55.35,37.88,0
"211","Alameda","2021-04-26",15150,1495768,10522,889940,4584,517274,30,87914,9096,296499,5991,641655,9129,938154,"California",0,0,1678317,1351302,17.67,55.9,38.23,0
"212","Alameda","2021-04-27",17058,1512826,10262,900202,6407,523681,375,88289,7837,295568,9144,650799,8213,946367,"California",0,0,1678317,1351302,17.61,56.39,38.78,0
"213","Alameda","2021-04-28",17433,1530259,11188,911390,5760,529441,471,88760,6855,292405,10501,661300,7338,953705,"California",0,0,1678317,1351302,17.42,56.83,39.4,0
"214","Alameda","2021-04-29",18150,1548409,11014,922404,6787,536228,344,89104,6562,287795,11521,672821,6911,960616,"California",0,0,1678317,1351302,17.15,57.24,40.09,0
"215","Alameda","2021-04-30",21089,1569498,13205,935609,7521,543749,345,89449,8194,283552,12805,685626,8562,969178,"California",0,0,1678317,1351302,16.9,57.75,40.85,0
"216","Alameda","2021-05-01",14700,1584198,9855,945464,4610,548359,232,89681,5478,280079,9187,694813,5714,974892,"California",0,0,1678317,1351302,16.69,58.09,41.4,0
"217","Alameda","2021-05-02",7251,1591449,5088,950552,1984,550343,177,89858,2907,278832,4329,699142,3082,977974,"California",0,0,1678317,1351302,16.61,58.27,41.66,0
"218","Alameda","2021-05-03",14799,1606248,11064,961616,3399,553742,332,90190,2720,269864,12027,711169,3059,981033,"California",0,0,1678317,1351302,16.08,58.45,42.37,0
"219","Alameda","2021-05-04",18971,1625219,13650,975266,4950,558692,369,90559,3550,258464,15326,726495,3926,984959,"California",0,0,1678317,1351302,15.4,58.69,43.29,0
"220","Alameda","2021-05-05",19296,1644515,14146,989412,4629,563321,519,91078,3744,247256,15474,741969,4266,989225,"California",0,0,1678317,1351302,14.73,58.94,44.21,0
"221","Alameda","2021-05-06",19763,1664278,15014,1004426,4045,567366,702,91780,3729,235742,15943,757912,4429,993654,"California",0,0,1678317,1351302,14.05,59.21,45.16,0
"222","Alameda","2021-05-07",19907,1684185,13462,1017888,6019,573385,423,92203,4428,225194,15408,773320,4860,998514,"California",0,0,1678317,1351302,13.42,59.49,46.08,0
"223","Alameda","2021-05-08",17291,1701476,12038,1029926,5034,578419,216,92419,3254,214692,13996,787316,3494,1002008,"California",0,0,1678317,1351302,12.79,59.7,46.91,0
"224","Alameda","2021-05-09",8840,1710316,7257,1037183,1432,579851,150,92569,1272,208575,7543,794859,1426,1003434,"California",0,0,1678317,1351302,12.43,59.79,47.36,0
"225","Alameda","2021-05-10",10733,1721049,7442,1044625,2956,582807,333,92902,2511,203238,8185,803044,2848,1006282,"California",0,0,1678317,1351302,12.11,59.96,47.85,0
"226","Alameda","2021-05-11",15997,1737046,8889,1053514,6774,589581,327,93229,2755,193149,13175,816219,3086,1009368,"California",0,0,1678317,1351302,11.51,60.14,48.63,0
"227","Alameda","2021-05-12",13862,1750908,9194,1062708,4202,593783,457,93686,2728,185260,11077,827296,3188,1012556,"California",0,0,1678317,1351302,11.04,60.33,49.29,0
"228","Alameda","2021-05-13",18434,1769342,13208,1075916,4670,598453,552,94238,5773,178985,12601,839897,6326,1018882,"California",0,0,1678317,1351302,10.66,60.71,50.04,0
"229","Alameda","2021-05-14",21141,1790483,14297,1090213,6369,604822,466,94704,7092,172563,13975,853872,7553,1026435,"California",0,0,1678317,1351302,10.28,61.16,50.88,0
"230","Alameda","2021-05-15",17802,1808285,12952,1103165,4607,609429,237,94941,6047,167156,11682,865554,6275,1032710,"California",0,0,1678317,1351302,9.96,61.53,51.57,0
"231","Alameda","2021-05-16",9172,1817457,7884,1111049,1178,610607,110,95051,3182,164504,5945,871499,3293,1036003,"California",0,0,1678317,1351302,9.8,61.73,51.93,0
"232","Alameda","2021-05-17",13811,1831268,10290,1121339,2982,613589,538,95589,4235,159758,9516,881015,4770,1040773,"California",0,0,1678317,1351302,9.52,62.01,52.49,0
"233","Alameda","2021-05-18",14665,1845933,10614,1131953,3617,617206,433,96022,5049,155668,9571,890586,5481,1046254,"California",0,0,1678317,1351302,9.28,62.34,53.06,0
"234","Alameda","2021-05-19",14911,1860844,10230,1142183,4328,621534,348,96370,6020,153207,8832,899418,6371,1052625,"California",0,0,1678317,1351302,9.13,62.72,53.59,0
"235","Alameda","2021-05-20",13774,1874618,9079,1151262,4141,625675,548,96918,5775,151616,7910,907328,6319,1058944,"California",0,0,1678317,1351302,9.03,63.1,54.06,0
"236","Alameda","2021-05-21",15659,1890277,10305,1161567,5079,630754,271,97189,5156,146622,10422,917750,5428,1064372,"California",0,0,1678317,1351302,8.74,63.42,54.68,0
"237","Alameda","2021-05-22",10680,1900957,7770,1169337,2736,633490,169,97358,4254,144674,6369,924119,4421,1068793,"California",0,0,1678317,1351302,8.62,63.68,55.06,0
"238","Alameda","2021-05-23",5283,1906240,4078,1173415,1110,634600,92,97450,1715,142935,3546,927665,1807,1070600,"California",0,0,1678317,1351302,8.52,63.79,55.27,0
"239","Alameda","2021-05-24",7424,1913664,4326,1177741,2830,637430,266,97716,2902,141629,4474,932139,3168,1073768,"California",0,0,1678317,1351302,8.44,63.98,55.54,0
"240","Alameda","2021-05-25",8238,1921902,5337,1183078,2630,640060,270,97986,3680,141064,4512,936651,3947,1077715,"California",0,0,1678317,1351302,8.41,64.21,55.81,0
"241","Alameda","2021-05-26",8416,1930318,5270,1188348,2834,642894,308,98294,3613,140221,4757,941408,3914,1081629,"California",0,0,1678317,1351302,8.35,64.45,56.09,0
"242","Alameda","2021-05-27",8343,1938661,4987,1193335,2958,645852,395,98689,3379,139077,4909,946317,3765,1085394,"California",0,0,1678317,1351302,8.29,64.67,56.38,0
"243","Alameda","2021-05-28",8825,1947486,5179,1198514,3413,649265,232,98921,3647,137826,5131,951448,3880,1089274,"California",0,0,1678317,1351302,8.21,64.9,56.69,0
"244","Alameda","2021-05-29",5054,1952540,3054,1201568,1805,651070,193,99114,2454,137898,2574,954022,2646,1091920,"California",0,0,1678317,1351302,8.22,65.06,56.84,0
"245","Alameda","2021-05-30",2523,1955063,1666,1203234,764,651834,89,99203,980,137442,1526,955548,1070,1092990,"California",0,0,1678317,1351302,8.19,65.12,56.93,0
"246","Alameda","2020-11-11",0,94,0,86,0,7,0,1,0,8,0,44,0,52,"",0,0,1678317,1351302,0,0,0,0
"247","Alameda","2020-11-12",0,94,0,86,0,7,0,1,0,8,0,44,0,52,"",0,0,1678317,1351302,0,0,0,0
"248","Alameda","2020-11-13",0,94,0,86,0,7,0,1,0,8,0,44,0,52,"",0,0,1678317,1351302,0,0,0,0
"249","Alameda","2020-11-14",0,94,0,86,0,7,0,1,0,8,0,44,0,52,"",0,0,1678317,1351302,0,0,0,0
"250","Alameda","2021-06-04",10686,1988968,7890,1227380,2545,660417,248,100365,2863,127342,7775,978020,3109,1105362,"California",0,0,1678317,1351302,7.59,65.86,58.27,0
"251","Alameda","2021-06-05",8261,1997229,6014,1233394,2078,662495,166,100531,1778,122839,6445,984465,1942,1107304,"California",0,0,1678317,1351302,7.32,65.98,58.66,0
"252","Alameda","2021-06-06",3793,2001022,3425,1236819,286,662781,80,100611,863,120872,2913,987378,946,1108250,"California",0,0,1678317,1351302,7.2,66.03,58.83,0
"253","Alameda","2021-06-07",6000,2007022,4371,1241190,1432,664213,193,100804,1747,118591,4220,991598,1939,1110189,"California",0,0,1678317,1351302,7.07,66.15,59.08,0
"254","Alameda","2021-06-08",7485,2014507,5980,1247170,1250,665463,252,101056,2165,115711,5294,996892,2414,1112603,"California",0,0,1678317,1351302,6.89,66.29,59.4,0
"255","Alameda","2021-06-09",7527,2022034,6133,1253303,1173,666636,214,101270,1675,111786,5808,1002700,1883,1114486,"California",0,0,1678317,1351302,6.66,66.4,59.74,0
"256","Alameda","2021-06-10",8180,2030214,6838,1260141,1036,667672,302,101572,2124,108196,6014,1008714,2424,1116910,"California",0,0,1678317,1351302,6.45,66.55,60.1,0
"257","Alameda","2021-06-11",8280,2038494,6352,1266493,1696,669368,229,101801,2483,105154,5755,1014469,2713,1119623,"California",0,0,1678317,1351302,6.27,66.71,60.45,0
"258","Alameda","2021-06-12",5711,2044205,4384,1270877,1134,670502,191,101992,1376,102411,4312,1018781,1569,1121192,"California",0,0,1678317,1351302,6.1,66.8,60.7,0
"259","Alameda","2021-06-13",2385,2046590,1836,1272713,421,670923,125,102117,661,101483,1711,1020492,783,1121975,"California",0,0,1678317,1351302,6.05,66.85,60.8,0
"260","Alameda","2021-06-14",4708,2051298,3552,1276265,945,671868,211,102328,1569,100159,3103,1023595,1779,1123754,"California",0,0,1678317,1351302,5.97,66.96,60.99,0
"261","Alameda","2021-06-15",6183,2057481,4488,1280753,1401,673269,288,102616,1821,97953,4312,1027907,2106,1125860,"California",0,0,1678317,1351302,5.84,67.08,61.25,0
"262","Alameda","2021-06-16",5348,2062829,4257,1285010,882,674151,204,102820,1574,95988,3739,1031646,1774,1127634,"California",0,0,1678317,1351302,5.72,67.19,61.47,0
"263","Alameda","2021-06-17",5810,2068639,4676,1289686,884,675035,244,103064,1911,94292,3851,1035497,2155,1129789,"California",0,0,1678317,1351302,5.62,67.32,61.7,0
"264","Alameda","2021-06-18",6127,2074766,4626,1294312,1237,676272,261,103325,2023,92510,4062,1039559,2280,1132069,"California",0,0,1678317,1351302,5.51,67.45,61.94,0
"265","Alameda","2021-06-19",3536,2078302,2677,1296989,695,676967,160,103485,1080,91313,2438,1041997,1241,1133310,"California",0,0,1678317,1351302,5.44,67.53,62.09,0
"266","Alameda","2021-06-20",1468,2079770,1226,1298215,194,677161,45,103530,543,90993,907,1042904,587,1133897,"California",0,0,1678317,1351302,5.42,67.56,62.14,0
"267","Alameda","2021-06-21",2799,2082569,1902,1300117,720,677881,172,103702,1414,91218,1356,1044260,1581,1135478,"California",0,0,1678317,1351302,5.44,67.66,62.22,0
"268","Alameda","2021-06-22",4716,2087285,3654,1303771,856,678737,205,103907,1430,89593,3256,1047516,1631,1137109,"California",0,0,1678317,1351302,5.34,67.75,62.41,0
