"","county","administered_date","Daily doses","Rolling average"
"9092","Lassen",2021-08-29,22,36.5714285714286
"9093","Lassen",2021-08-30,31,34.2857142857143
"9094","Lassen",2021-08-31,46,33.4285714285714
"9095","Lassen",2021-09-01,25,31.5714285714286
"9096","Lassen",2021-09-02,39,31.2857142857143
"9097","Lassen",2021-09-03,43,28.5714285714286
"9098","Lassen",2021-09-04,15,26.8571428571429
"9099","Lassen",2021-09-05,20,31.4285714285714
"9100","Lassen",2021-09-06,12,31.1428571428571
"9101","Lassen",2021-09-07,34,31
"9102","Lassen",2021-09-08,57,33.5714285714286
"9103","Lassen",2021-09-09,37,32.7142857142857
"9104","Lassen",2021-09-10,42,35.2857142857143
"9105","Lassen",2021-09-11,33,40.7142857142857
"9106","Lassen",2021-09-12,14,38.8571428571429
"9107","Lassen",2021-09-13,30,41.4285714285714
"9108","Lassen",2021-09-14,72,43.7142857142857
"9109","Lassen",2021-09-15,44,42.2857142857143
"9110","Lassen",2021-09-16,55,42.2857142857143
"9111","Lassen",2021-09-17,58,43.7142857142857
"9112","Lassen",2021-09-18,23,42
"9113","Lassen",2021-09-19,14,42.4285714285714
"9114","Lassen",2021-09-20,40,42.8571428571429
"9115","Lassen",2021-09-21,60,39.4285714285714
"9116","Lassen",2021-09-22,47,38.4285714285714
"9117","Lassen",2021-09-23,58,39.1428571428571
"9118","Lassen",2021-09-24,34,38.4285714285714
"9119","Lassen",2021-09-25,16,38
"9120","Lassen",2021-09-26,19,36.4285714285714
"9121","Lassen",2021-09-27,35,34.4285714285714
"9122","Lassen",2021-09-28,57,34.8571428571429
"9123","Lassen",2021-09-29,36,34.1428571428571
"9124","Lassen",2021-09-30,44,33.1428571428571
"9125","Lassen",2021-10-01,37,32.1428571428571
"9126","Lassen",2021-10-02,11,32.7142857142857
"9127","Lassen",2021-10-03,12,35.4285714285714
"9128","Lassen",2021-10-04,28,46.7142857142857
"9129","Lassen",2021-10-05,61,50.2857142857143
"9130","Lassen",2021-10-06,55,51
"9131","Lassen",2021-10-07,123,50.1428571428571
"9132","Lassen",2021-10-08,62,53.1428571428571
"9133","Lassen",2021-10-09,16,55.1428571428571
"9134","Lassen",2021-10-10,6,56.1428571428571
"9135","Lassen",2021-10-11,49,46
"9136","Lassen",2021-10-12,75,45.8571428571429
"9137","Lassen",2021-10-13,62,46
"9138","Lassen",2021-10-14,52,47.7142857142857
"9139","Lassen",2021-10-15,61,44.8571428571429
"9140","Lassen",2021-10-16,17,42.4285714285714
"9141","Lassen",2021-10-17,18,38.5714285714286
"9142","Lassen",2021-10-18,29,37.7142857142857
"9143","Lassen",2021-10-19,58,36
"9144","Lassen",2021-10-20,35,43.2857142857143
"9145","Lassen",2021-10-21,46,44.2857142857143
"9146","Lassen",2021-10-22,49,49.7142857142857
"9147","Lassen",2021-10-23,68,58
"9148","Lassen",2021-10-24,25,66.1428571428571
"9149","Lassen",2021-10-25,67,71.8571428571429
"9150","Lassen",2021-10-26,116,76.5714285714286
"9151","Lassen",2021-10-27,92,71.1428571428571
"9152","Lassen",2021-10-28,86,70.4285714285714
"9153","Lassen",2021-10-29,82,73
"9154","Lassen",2021-10-30,30,65.5714285714286
"9155","Lassen",2021-10-31,20,70.1428571428571
"9156","Lassen",2021-11-01,85,67.7142857142857
"9157","Lassen",2021-11-02,64,65.8571428571429
"9158","Lassen",2021-11-03,124,66.1428571428571
"9159","Lassen",2021-11-04,69,67.2857142857143
"9160","Lassen",2021-11-05,69,66.1428571428571
"9161","Lassen",2021-11-06,32,65.7142857142857
"9162","Lassen",2021-11-07,28,65.1428571428571
"9163","Lassen",2021-11-08,77,61.5714285714286
"9164","Lassen",2021-11-09,61,62
"9165","Lassen",2021-11-10,120,60.1428571428571
"9166","Lassen",2021-11-11,44,59.1428571428571
"9167","Lassen",2021-11-12,72,57.7142857142857
"9168","Lassen",2021-11-13,19,58.1428571428571
"9169","Lassen",2021-11-14,21,51.5714285714286
"9170","Lassen",2021-11-15,67,56.8571428571429
"9171","Lassen",2021-11-16,64,57.5714285714286
"9172","Lassen",2021-11-17,74,60.1428571428571
"9173","Lassen",2021-11-18,81,60.7142857142857
"9174","Lassen",2021-11-19,77,54.5714285714286
"9175","Lassen",2021-11-20,37,NA
"9176","Lassen",2021-11-21,25,NA
"9177","Lassen",2021-11-22,24,NA
"9178","Los Angeles",2020-07-28,0,NA
"9179","Los Angeles",2020-07-29,0,NA
"9180","Los Angeles",2020-07-31,0,NA
"9181","Los Angeles",2020-08-02,0,0
"9182","Los Angeles",2020-08-03,0,0
"9183","Los Angeles",2020-08-05,0,0
"9184","Los Angeles",2020-08-16,0,0
"9185","Los Angeles",2020-08-23,0,0
"9186","Los Angeles",2020-09-07,0,0
"9187","Los Angeles",2020-09-13,0,0
"9188","Los Angeles",2020-09-27,0,0
"9189","Los Angeles",2020-10-11,0,0
"9190","Los Angeles",2020-11-08,0,0.285714285714286
"9191","Los Angeles",2020-11-09,0,0.571428571428571
"9192","Los Angeles",2020-11-25,0,0.857142857142857
"9193","Los Angeles",2020-07-27,2,1.14285714285714
"9194","Los Angeles",2020-07-30,2,1.42857142857143
"9195","Los Angeles",2020-08-01,2,2
"9196","Los Angeles",2020-08-04,2,2.14285714285714
"9197","Los Angeles",2020-08-06,2,2
"9198","Los Angeles",2020-08-07,4,2.14285714285714
"9199","Los Angeles",2020-08-08,1,2
"9200","Los Angeles",2020-08-09,1,2
"9201","Los Angeles",2020-08-10,3,1.85714285714286
"9202","Los Angeles",2020-08-11,1,1.57142857142857
"9203","Los Angeles",2020-08-12,2,1.57142857142857
"9204","Los Angeles",2020-08-13,1,1.71428571428571
"9205","Los Angeles",2020-08-14,2,1.42857142857143
"9206","Los Angeles",2020-08-15,1,2.14285714285714
"9207","Los Angeles",2020-08-17,2,2.85714285714286
"9208","Los Angeles",2020-08-18,1,4.14285714285714
"9209","Los Angeles",2020-08-19,6,4.57142857142857
"9210","Los Angeles",2020-08-20,7,5.57142857142857
"9211","Los Angeles",2020-08-21,10,6.42857142857143
"9212","Los Angeles",2020-08-22,5,7.28571428571429
"9213","Los Angeles",2020-08-24,8,8.85714285714286
"9214","Los Angeles",2020-08-25,8,10.2857142857143
"9215","Los Angeles",2020-08-26,7,9.42857142857143
"9216","Los Angeles",2020-08-27,17,9
"9217","Los Angeles",2020-08-28,17,9.71428571428571
"9218","Los Angeles",2020-08-29,4,11.5714285714286
"9219","Los Angeles",2020-08-30,2,12.7142857142857
"9220","Los Angeles",2020-08-31,13,12.5714285714286
"9221","Los Angeles",2020-09-01,21,12.4285714285714
"9222","Los Angeles",2020-09-02,15,12.4285714285714
"9223","Los Angeles",2020-09-03,16,14.5714285714286
"9224","Los Angeles",2020-09-04,16,13.8571428571429
"9225","Los Angeles",2020-09-05,4,14.1428571428571
"9226","Los Angeles",2020-09-08,17,14.2857142857143
"9227","Los Angeles",2020-09-09,8,12.8571428571429
"9228","Los Angeles",2020-09-10,23,12.4285714285714
"9229","Los Angeles",2020-09-11,16,14.1428571428571
"9230","Los Angeles",2020-09-12,6,13.1428571428571
"9231","Los Angeles",2020-09-14,13,14.5714285714286
"9232","Los Angeles",2020-09-15,16,14.1428571428571
"9233","Los Angeles",2020-09-16,10,13.1428571428571
"9234","Los Angeles",2020-09-17,18,12.7142857142857
"9235","Los Angeles",2020-09-18,20,13.7142857142857
"9236","Los Angeles",2020-09-19,9,15
"9237","Los Angeles",2020-09-20,3,18.5714285714286
"9238","Los Angeles",2020-09-21,20,18.8571428571429
"9239","Los Angeles",2020-09-22,25,19.1428571428571
"9240","Los Angeles",2020-09-23,35,18.4285714285714
"9241","Los Angeles",2020-09-24,20,19
"9242","Los Angeles",2020-09-25,22,17.7142857142857
"9243","Los Angeles",2020-09-26,4,15
"9244","Los Angeles",2020-09-28,7,12.1428571428571
"9245","Los Angeles",2020-09-29,11,10.4285714285714
"9246","Los Angeles",2020-09-30,6,7.71428571428571
"9247","Los Angeles",2020-10-01,15,7.28571428571429
"9248","Los Angeles",2020-10-02,8,7.14285714285714
"9249","Los Angeles",2020-10-03,3,6.71428571428571
"9250","Los Angeles",2020-10-04,1,7.71428571428571
"9251","Los Angeles",2020-10-05,6,6.85714285714286
"9252","Los Angeles",2020-10-06,8,6.85714285714286
"9253","Los Angeles",2020-10-07,13,7.28571428571429
"9254","Los Angeles",2020-10-08,9,8
"9255","Los Angeles",2020-10-09,8,9.28571428571429
"9256","Los Angeles",2020-10-10,6,9.85714285714286
"9257","Los Angeles",2020-10-12,6,8.85714285714286
"9258","Los Angeles",2020-10-13,15,9.14285714285714
"9259","Los Angeles",2020-10-14,12,8.28571428571429
"9260","Los Angeles",2020-10-15,6,7.57142857142857
"9261","Los Angeles",2020-10-16,11,8.42857142857143
"9262","Los Angeles",2020-10-17,2,6.85714285714286
"9263","Los Angeles",2020-10-18,1,6.14285714285714
"9264","Los Angeles",2020-10-19,12,5.71428571428571
"9265","Los Angeles",2020-10-20,4,5.14285714285714
"9266","Los Angeles",2020-10-21,7,5.42857142857143
"9267","Los Angeles",2020-10-22,3,5.42857142857143
"9268","Los Angeles",2020-10-23,7,4.14285714285714
"9269","Los Angeles",2020-10-24,4,4.28571428571429
"9270","Los Angeles",2020-10-25,1,3.85714285714286
"9271","Los Angeles",2020-10-26,3,3.57142857142857
"9272","Los Angeles",2020-10-27,5,2.71428571428571
"9273","Los Angeles",2020-10-28,4,3
"9274","Los Angeles",2020-10-29,1,4.57142857142857
"9275","Los Angeles",2020-10-30,1,4.42857142857143
"9276","Los Angeles",2020-10-31,6,4
"9277","Los Angeles",2020-11-01,12,4
"9278","Los Angeles",2020-11-02,2,4.42857142857143
"9279","Los Angeles",2020-11-03,2,4.42857142857143
"9280","Los Angeles",2020-11-04,4,3.85714285714286
"9281","Los Angeles",2020-11-05,4,2.85714285714286
"9282","Los Angeles",2020-11-06,1,3.57142857142857
"9283","Los Angeles",2020-11-07,2,3.85714285714286
"9284","Los Angeles",2020-11-10,5,4.85714285714286
"9285","Los Angeles",2020-11-11,7,5.57142857142857
"9286","Los Angeles",2020-11-12,4,6.57142857142857
"9287","Los Angeles",2020-11-13,11,7.14285714285714
"9288","Los Angeles",2020-11-14,9,7.57142857142857
"9289","Los Angeles",2020-11-15,8,7
"9290","Los Angeles",2020-11-16,6,7
"9291","Los Angeles",2020-11-17,8,7
"9292","Los Angeles",2020-11-18,3,6.57142857142857
"9293","Los Angeles",2020-11-19,4,6.71428571428571
"9294","Los Angeles",2020-11-20,11,6.28571428571429
"9295","Los Angeles",2020-11-21,6,5.85714285714286
"9296","Los Angeles",2020-11-22,9,5.71428571428571
"9297","Los Angeles",2020-11-23,3,5.71428571428571
"9298","Los Angeles",2020-11-24,5,4.71428571428571
"9299","Los Angeles",2020-11-26,2,4
"9300","Los Angeles",2020-11-27,4,3.28571428571429
"9301","Los Angeles",2020-11-28,4,17.8571428571429
"9302","Los Angeles",2020-11-29,1,20
"9303","Los Angeles",2020-11-30,4,23.8571428571429
"9304","Los Angeles",2020-12-01,105,26
"9305","Los Angeles",2020-12-02,20,27.8571428571429
"9306","Los Angeles",2020-12-03,29,29
"9307","Los Angeles",2020-12-04,19,31
"9308","Los Angeles",2020-12-05,17,20.4285714285714
"9309","Los Angeles",2020-12-06,9,18.7142857142857
"9310","Los Angeles",2020-12-07,18,17.1428571428571
"9311","Los Angeles",2020-12-08,31,17.4285714285714
"9312","Los Angeles",2020-12-09,8,18
"9313","Los Angeles",2020-12-10,18,18.5714285714286
"9314","Los Angeles",2020-12-11,21,20.2857142857143
"9315","Los Angeles",2020-12-12,21,79.1428571428571
"9316","Los Angeles",2020-12-13,13,636.428571428571
"9317","Los Angeles",2020-12-14,30,2226.42857142857
"9318","Los Angeles",2020-12-15,443,4463.71428571429
"9319","Los Angeles",2020-12-16,3909,5536.28571428571
"9320","Los Angeles",2020-12-17,11148,6225.85714285714
"9321","Los Angeles",2020-12-18,15682,8284.28571428571
"9322","Los Angeles",2020-12-19,7529,9958.28571428571
"9323","Los Angeles",2020-12-20,4840,11201.4285714286
"9324","Los Angeles",2020-12-21,14439,10644
"9325","Los Angeles",2020-12-22,12161,8482.71428571429
"9326","Los Angeles",2020-12-23,12611,7784
"9327","Los Angeles",2020-12-24,7246,7357.14285714286
"9328","Los Angeles",2020-12-25,553,6849.28571428571
"9329","Los Angeles",2020-12-26,2638,6842
"9330","Los Angeles",2020-12-27,1852,7250.42857142857
"9331","Los Angeles",2020-12-28,10884,7397.57142857143
"9332","Los Angeles",2020-12-29,12110,7509.14285714286
"9333","Los Angeles",2020-12-30,15470,7786.71428571429
"9334","Los Angeles",2020-12-31,8276,7667.85714285714
"9335","Los Angeles",2021-01-01,1334,8113
"9336","Los Angeles",2021-01-02,4581,8757.42857142857
"9337","Los Angeles",2021-01-03,1020,9903.57142857143
"9338","Los Angeles",2021-01-04,14000,13136.5714285714
"9339","Los Angeles",2021-01-05,16621,17898.4285714286
"9340","Los Angeles",2021-01-06,23493,19094.5714285714
"9341","Los Angeles",2021-01-07,30907,19652.4285714286
"9342","Los Angeles",2021-01-08,34667,21496.5714285714
"9343","Los Angeles",2021-01-09,12954,23480.2857142857
"9344","Los Angeles",2021-01-10,4925,24477.4285714286
"9345","Los Angeles",2021-01-11,26909,24394.1428571429
"9346","Los Angeles",2021-01-12,30507,24484.5714285714
"9347","Los Angeles",2021-01-13,30473,25277.7142857143
"9348","Los Angeles",2021-01-14,30324,25354.2857142857
"9349","Los Angeles",2021-01-15,35300,23817.1428571429
"9350","Los Angeles",2021-01-16,18506,25192.7142857143
"9351","Los Angeles",2021-01-17,5461,27724.2857142857
"9352","Los Angeles",2021-01-18,16149,30625.8571428571
"9353","Los Angeles",2021-01-19,40136,32707.8571428571
"9354","Los Angeles",2021-01-20,48194,35085.5714285714
"9355","Los Angeles",2021-01-21,50635,36567.5714285714
"9356","Los Angeles",2021-01-22,49874,40201.8571428571
"9357","Los Angeles",2021-01-23,35150,41942.7142857143
"9358","Los Angeles",2021-01-24,15835,42681.8571428571
"9359","Los Angeles",2021-01-25,41589,42821.1428571429
"9360","Los Angeles",2021-01-26,52322,43181.5714285714
"9361","Los Angeles",2021-01-27,53368,42776.5714285714
"9362","Los Angeles",2021-01-28,51610,42564.5714285714
"9363","Los Angeles",2021-01-29,52397,42434.7142857143
"9364","Los Angeles",2021-01-30,32315,41698.5714285714
"9365","Los Angeles",2021-01-31,14351,41869.4285714286
"9366","Los Angeles",2021-02-01,40680,42990.4285714286
"9367","Los Angeles",2021-02-02,47169,44722.7142857143
"9368","Los Angeles",2021-02-03,54564,45446.7142857143
"9369","Los Angeles",2021-02-04,59457,45086.7142857143
"9370","Los Angeles",2021-02-05,64523,46374.5714285714
"9371","Los Angeles",2021-02-06,37383,47882.8571428571
"9372","Los Angeles",2021-02-07,11831,49945.4285714286
"9373","Los Angeles",2021-02-08,49695,50022.8571428571
"9374","Los Angeles",2021-02-09,57727,49606.2857142857
"9375","Los Angeles",2021-02-10,69002,49166.7142857143
"9376","Los Angeles",2021-02-11,59999,50641.2857142857
"9377","Los Angeles",2021-02-12,61607,48491.8571428571
"9378","Los Angeles",2021-02-13,34306,49847.8571428571
"9379","Los Angeles",2021-02-14,22153,49730.2857142857
"9380","Los Angeles",2021-02-15,34649,51441
"9381","Los Angeles",2021-02-16,67219,51522.5714285714
"9382","Los Angeles",2021-02-17,68179,51722.2857142857
"9383","Los Angeles",2021-02-18,71974,52062.7142857143
"9384","Los Angeles",2021-02-19,62178,52590.5714285714
"9385","Los Angeles",2021-02-20,35704,51660.5714285714
"9386","Los Angeles",2021-02-21,24536,52057
"9387","Los Angeles",2021-02-22,38344,53273.5714285714
"9388","Los Angeles",2021-02-23,60709,57264.7142857143
"9389","Los Angeles",2021-02-24,70954,61558.7142857143
"9390","Los Angeles",2021-02-25,80490,62231.2857142857
"9391","Los Angeles",2021-02-26,90116,65647.7142857143
"9392","Los Angeles",2021-02-27,65762,68925.4285714286
"9393","Los Angeles",2021-02-28,29244,71796.8571428571
"9394","Los Angeles",2021-03-01,62259,74037.7142857143
"9395","Los Angeles",2021-03-02,83653,74711
"9396","Los Angeles",2021-03-03,91054,75359
"9397","Los Angeles",2021-03-04,96176,75440.7142857143
"9398","Los Angeles",2021-03-05,94829,74637.8571428571
"9399","Los Angeles",2021-03-06,70298,74748.5714285714
"9400","Los Angeles",2021-03-07,29816,74055.1428571429
"9401","Los Angeles",2021-03-08,56639,74048.4285714286
"9402","Los Angeles",2021-03-09,84428,75058.2857142857
"9403","Los Angeles",2021-03-10,86200,76099.4285714286
"9404","Los Angeles",2021-03-11,96129,77534.5714285714
"9405","Los Angeles",2021-03-12,101898,80483.8571428571
"9406","Los Angeles",2021-03-13,77586,83089.7142857143
"9407","Los Angeles",2021-03-14,39862,85157.8571428571
"9408","Los Angeles",2021-03-15,77284,86556.2857142857
"9409","Los Angeles",2021-03-16,102669,88017.8571428571
"9410","Los Angeles",2021-03-17,100677,88210.4285714286
"9411","Los Angeles",2021-03-18,105918,87614
"9412","Los Angeles",2021-03-19,112129,86993.4285714286
"9413","Los Angeles",2021-03-20,78934,86467.7142857143
"9414","Los Angeles",2021-03-21,35687,87442.2857142857
"9415","Los Angeles",2021-03-22,72940,88579
"9416","Los Angeles",2021-03-23,98989,89575.4285714286
"9417","Los Angeles",2021-03-24,107499,90531.2857142857
"9418","Los Angeles",2021-03-25,113875,91599.7142857143
"9419","Los Angeles",2021-03-26,119104,93598.2857142857
"9420","Los Angeles",2021-03-27,85625,95628.5714285714
"9421","Los Angeles",2021-03-28,43166,98324.4285714286
"9422","Los Angeles",2021-03-29,86930,101859.428571429
"9423","Los Angeles",2021-03-30,113201,104418.571428571
"9424","Los Angeles",2021-03-31,126370,106650.571428571
"9425","Los Angeles",2021-04-01,138620,106172
"9426","Los Angeles",2021-04-02,137018,107796.714285714
"9427","Los Angeles",2021-04-03,101249,109485.714285714
"9428","Los Angeles",2021-04-04,39816,109196.428571429
"9429","Los Angeles",2021-04-05,98303,108974.714285714
"9430","Los Angeles",2021-04-06,125024,108806
"9431","Los Angeles",2021-04-07,124345,109386.571428571
"9432","Los Angeles",2021-04-08,137068,109813.571428571
"9433","Los Angeles",2021-04-09,135837,107495.142857143
"9434","Los Angeles",2021-04-10,105313,106941
"9435","Los Angeles",2021-04-11,42805,106542.285714286
"9436","Los Angeles",2021-04-12,82074,105889.285714286
"9437","Los Angeles",2021-04-13,121145,105615
"9438","Los Angeles",2021-04-14,121554,104980.142857143
"9439","Los Angeles",2021-04-15,132497,104098
"9440","Los Angeles",2021-04-16,133917,103614
"9441","Los Angeles",2021-04-17,100869,101566.571428571
"9442","Los Angeles",2021-04-18,36630,100936.714285714
"9443","Los Angeles",2021-04-19,78686,99354.7142857143
"9444","Los Angeles",2021-04-20,106813,97540.2857142857
"9445","Los Angeles",2021-04-21,117145,96451.2857142857
"9446","Los Angeles",2021-04-22,121423,96770.2857142857
"9447","Los Angeles",2021-04-23,121216,97096.7142857143
"9448","Los Angeles",2021-04-24,93246,95792.5714285714
"9449","Los Angeles",2021-04-25,38863,91962.8571428571
"9450","Los Angeles",2021-04-26,80971,88496.1428571429
"9451","Los Angeles",2021-04-27,97684,86316.1428571429
"9452","Los Angeles",2021-04-28,90337,84341.8571428571
"9453","Los Angeles",2021-04-29,97156,82919.7142857143
"9454","Los Angeles",2021-04-30,105956,80390.7142857143
"9455","Los Angeles",2021-05-01,79426,79176.8571428571
"9456","Los Angeles",2021-05-02,28908,79647.1428571429
"9457","Los Angeles",2021-05-03,63268,80273
"9458","Los Angeles",2021-05-04,89187,79556.8571428571
"9459","Los Angeles",2021-05-05,93629,78041.5714285714
"9460","Los Angeles",2021-05-06,101537,77496.4285714286
"9461","Los Angeles",2021-05-07,100943,75929.8571428571
"9462","Los Angeles",2021-05-08,68819,73682.2857142857
"9463","Los Angeles",2021-05-09,25092,70940.4285714286
"9464","Los Angeles",2021-05-10,52302,67921.5714285714
"9465","Los Angeles",2021-05-11,73454,66687.8571428571
"9466","Los Angeles",2021-05-12,74436,68052.7142857143
"9467","Los Angeles",2021-05-13,80405,69001.1428571429
"9468","Los Angeles",2021-05-14,92307,70676.2857142857
"9469","Los Angeles",2021-05-15,78373,69840.8571428571
"9470","Los Angeles",2021-05-16,31731,69165
"9471","Los Angeles",2021-05-17,64028,67557.7142857143
"9472","Los Angeles",2021-05-18,67606,64696
"9473","Los Angeles",2021-05-19,69705,61941.4285714286
"9474","Los Angeles",2021-05-20,69154,60953.4285714286
"9475","Los Angeles",2021-05-21,72275,59022.1428571429
"9476","Los Angeles",2021-05-22,59091,56705.5714285714
"9477","Los Angeles",2021-05-23,24815,53714.2857142857
"9478","Los Angeles",2021-05-24,50509,50517
"9479","Los Angeles",2021-05-25,51390,47883.5714285714
"9480","Los Angeles",2021-05-26,48766,43923.2857142857
"9481","Los Angeles",2021-05-27,46773,42209.5714285714
"9482","Los Angeles",2021-05-28,53841,35898.5714285714
"9483","Los Angeles",2021-05-29,31369,35400.7142857143
"9484","Los Angeles",2021-05-30,12819,34099.5714285714
"9485","Los Angeles",2021-05-31,6332,33733.8571428571
"9486","Los Angeles",2021-06-01,47905,33726.4285714286
"9487","Los Angeles",2021-06-02,39658,35467.1428571429
"9488","Los Angeles",2021-06-03,44213,35784.4285714286
"9489","Los Angeles",2021-06-04,53789,40298.2857142857
"9490","Los Angeles",2021-06-05,43554,39101.7142857143
"9491","Los Angeles",2021-06-06,15040,39299.2857142857
"9492","Los Angeles",2021-06-07,37929,38372.5714285714
"9493","Los Angeles",2021-06-08,39529,36763.8571428571
"9494","Los Angeles",2021-06-09,41041,35448.7142857143
"9495","Los Angeles",2021-06-10,37726,34972.5714285714
"9496","Los Angeles",2021-06-11,42528,34364.1428571429
"9497","Los Angeles",2021-06-12,34348,33719
"9498","Los Angeles",2021-06-13,11707,32636.7142857143
"9499","Los Angeles",2021-06-14,33670,31631.1428571429
